StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q2,Q3,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q13,Q5,Q6,Q14_First Click,Q14_Last Click,Q14_Page Submit,Q14_Click Count,Q15,1_Q16_First Click,1_Q16_Last Click,1_Q16_Page Submit,1_Q16_Click Count,1_Q10_1,2_Q16_First Click,2_Q16_Last Click,2_Q16_Page Submit,2_Q16_Click Count,2_Q10_1,3_Q16_First Click,3_Q16_Last Click,3_Q16_Page Submit,3_Q16_Click Count,3_Q10_1,4_Q16_First Click,4_Q16_Last Click,4_Q16_Page Submit,4_Q16_Click Count,4_Q10_1,5_Q16_First Click,5_Q16_Last Click,5_Q16_Page Submit,5_Q16_Click Count,5_Q10_1,6_Q16_First Click,6_Q16_Last Click,6_Q16_Page Submit,6_Q16_Click Count,6_Q10_1,7_Q16_First Click,7_Q16_Last Click,7_Q16_Page Submit,7_Q16_Click Count,7_Q10_1,8_Q16_First Click,8_Q16_Last Click,8_Q16_Page Submit,8_Q16_Click Count,8_Q10_1,9_Q16_First Click,9_Q16_Last Click,9_Q16_Page Submit,9_Q16_Click Count,9_Q10_1,10_Q16_First Click,10_Q16_Last Click,10_Q16_Page Submit,10_Q16_Click Count,10_Q10_1,11_Q16_First Click,11_Q16_Last Click,11_Q16_Page Submit,11_Q16_Click Count,11_Q10_1,12_Q16_First Click,12_Q16_Last Click,12_Q16_Page Submit,12_Q16_Click Count,12_Q10_1,13_Q16_First Click,13_Q16_Last Click,13_Q16_Page Submit,13_Q16_Click Count,13_Q10_1,14_Q16_First Click,14_Q16_Last Click,14_Q16_Page Submit,14_Q16_Click Count,14_Q10_1,15_Q16_First Click,15_Q16_Last Click,15_Q16_Page Submit,15_Q16_Click Count,15_Q10_1,PROLIFIC_PID
2019-02-23 21:11:19,2019-02-23 21:15:07,IP Address,86.0.216.84,100,227,True,2019-02-23 21:15:09,R_1gbflc7gj16U7Xd,,,,,53.25579833984375,-0.5077056884765625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b826bed16aa4400016ab309,23,Male,2.161,77.181,77.968,14,No,1.21,2.909,3.33,3,21,0.538,1.934,2.417,3,38,1.396,3.63,3.672,3,47,0.395,2.248,2.287,4,18,0.703,5.722,6.186,6,36,0.421,3.92,4.876,4,21,0.339,3.045,3.539,4,68,0.27,2.824,2.864,3,44,0.768,2.084,2.401,3,0,32.367,42.397,42.8,7,0,0.674,2.173,2.75,4,-21,0.475,1.994,2.409,3,-51,0.265,2.343,2.384,4,34,0.526,2.027,2.478,3,25,0.471,3.501,3.645,4,0,5b826bed16aa4400016ab309
2019-02-23 21:16:36,2019-02-23 21:17:02,IP Address,82.132.185.184,100,26,True,2019-02-23 21:17:02,R_8k9CsKSfdzX9kCl,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,No,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a69e9c6f561b400011e1d25
2019-02-23 21:17:06,2019-02-23 21:19:25,IP Address,82.132.185.184,100,139,True,2019-02-23 21:19:26,R_e2KATH9CH563jzP,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a69e9c6f561b400011e1d25,20,Female,0.353,17.101,20.83,7,Yes,0.478,2.893,3.347,8,-88,0.994,2.088,11.667,3,-91,2.382,3.441,3.85,3,100,1.017,2.626,3.117,4,85,0.113,1.512,1.981,3,100,0.263,1.433,1.94,3,90,0.225,1.42,1.998,3,75,0.295,1.503,3.551,3,71,0.684,1.314,1.835,3,-69,2.653,4.405,4.801,4,-98,0.909,2.117,2.591,3,96,0.308,1.601,2.657,3,84,0.761,2.177,4.253,3,-65,0.21,1.225,1.675,3,88,2.812,8.457,8.918,4,96,5a69e9c6f561b400011e1d25
2019-02-23 21:18:24,2019-02-23 21:20:56,IP Address,81.101.113.19,100,151,True,2019-02-23 21:20:58,R_264Mx37MtH2HIlr,,,,,51.65069580078125,-3.0178070068359375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b954eb4aa1729000192b1f9,25,Female,6.173,27.583,29.058,6,No,0.575,3.093,4.094,3,47,0.723,2.79,3.241,3,100,0.388,2.403,2.77,3,82,0.527,3.394,3.809,3,78,0.597,1.566,2.132,2,100,1.404,4.73,6.052,5,100,0.961,3.961,4.36,4,83,0.654,3.087,3.742,3,63,2.082,4.431,5.048,3,-30,0.706,2.577,2.957,3,45,0.74,3.107,3.836,4,70,0.529,4.996,5.854,4,76,0.457,2.439,3.559,3,-58,0.762,3.278,3.749,3,79,0.591,4.074,4.665,5,100,5b954eb4aa1729000192b1f9
2019-02-25 09:07:26,2019-02-25 09:07:45,IP Address,212.219.189.114,100,18,True,2019-02-25 09:07:45,R_rpYsLOyIWO4kvx7,,,,,51.966705322265625,-2.899993896484375,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c687217adbe0f0001dccad8
2019-02-25 09:05:38,2019-02-25 09:08:26,IP Address,213.205.240.172,100,167,True,2019-02-25 09:08:26,R_2ZOD9AQkCH1Jtab,,,,,51.516693115234375,0.0666961669921875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c487c9c6774fd00019b669f,24,Female,7.783,44.747,45.902,11,No,0.536,2.332,2.777,3,-82,0.673,2.204,3.018,2,-100,0.85,5.679,6.13,4,-46,1.139,4.19,6.066,3,-45,0.425,1.764,3.117,2,54,0.252,2,2.506,3,53,0.337,3.208,3.771,4,-14,0.276,3.371,3.947,7,-14,0.799,5.921,6.394,7,-40,1.275,5.573,6.961,6,-74,0.95,3.848,4.37,3,19,0.303,1.853,2.666,3,32,0.943,7.056,7.633,7,-82,2.065,3.046,4.189,2,86,0.283,1.649,2.839,2,81,5c487c9c6774fd00019b669f
2019-02-25 09:07:36,2019-02-25 09:09:27,IP Address,143.117.8.51,100,110,True,2019-02-25 09:09:30,R_2qaB7ByHrPNQksp,,,,,54.5832977294921875,-5.9333038330078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b6dbc7d3c02310001e8eb1f,25,Female,26.969,26.969,28.991,1,No,1.542,2.389,2.68,2,-100,2.374,2.374,3.091,1,-100,1.888,1.888,2.637,1,-37,1.706,1.706,2.416,1,-19,1.7,1.7,2.364,1,94,1.389,1.389,2.316,1,100,3.539,3.539,4.124,1,52,2.04,2.04,2.698,1,30,1.57,1.57,2.505,1,-100,3.982,3.982,4.689,1,-83,2.179,3.195,3.571,2,-29,1.267,2.028,2.941,2,-85,1.493,1.493,2.357,1,-100,1.555,1.555,2.128,1,89,1.467,2.891,3.399,2,94,5b6dbc7d3c02310001e8eb1f
2019-02-25 09:07:29,2019-02-25 09:09:42,IP Address,85.255.234.126,100,133,True,2019-02-25 09:09:43,R_2PtFlz5Koyq5YY3,,,,,51.49639892578125,-0.122406005859375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5c49784755d3000116d37c,18,Female,3.679,10.893,23.798,8,Yes,1.575,2.918,4.57,4,25,0.352,1.692,3.453,3,28,1.754,2.624,3.1,4,35,0.433,2.401,5.446,7,71,0.429,1.679,3.788,3,58,0.461,1.35,1.719,4,47,0.572,2.104,2.691,4,38,4.999,6.524,7.032,4,55,11.704,14.397,15.072,4,-21,0.625,1.595,2.864,3,-44,0.51,1.469,1.97,4,69,0.438,0.932,2.083,3,67,0.635,1.364,2.986,3,-30,0.447,0.783,2.719,3,55,0.423,1.607,1.98,4,58,5c5c49784755d3000116d37c
2019-02-25 09:07:32,2019-02-25 09:09:49,IP Address,81.133.74.72,100,137,True,2019-02-25 09:09:50,R_2cdOKYWwYfRG9A1,,,,,51.62530517578125,-4.03460693359375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5bead56b5324b10001c2551c,24,Male,25.215,25.215,26.239,1,Yes,1.514,1.514,2.53,1,22,2.239,2.239,3.134,1,100,1.733,1.733,2.661,1,21,1.99,4.734,5.582,3,-41,2.61,2.61,3.362,1,35,2.504,5.041,5.929,3,20,2.031,2.031,2.935,1,33,2.149,4.973,5.813,2,20,1.418,1.418,2.41,1,0,1.623,2.695,2.983,2,100,1.935,1.935,2.727,1,-24,1.604,1.604,2.556,1,-49,5.386,8.658,9.538,4,26,1.61,1.61,2.514,1,49,2.342,2.973,3.295,2,56,5bead56b5324b10001c2551c
2019-02-25 09:07:01,2019-02-25 09:09:56,IP Address,35.177.221.20,100,175,True,2019-02-25 09:09:57,R_1Cjgee2rkaPtyA3,,,,,51.5164031982421875,-0.0930023193359375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a622b2d13898300014b20d6,25,Female,3.588,29.795,31.686,10,No,0.479,1.119,1.725,2,100,0.711,2.874,3.639,5,19,0.526,1.783,2.367,3,-43,0.172,2.731,3.63,5,-3,0.468,2.997,3.681,4,100,0.355,2.273,2.869,4,100,0.392,1.838,2.435,3,37,0.658,3.136,3.9,7,-41,0.76,2.111,2.798,3,100,1.44,6.955,7.531,9,44,0.326,2.541,3.163,4,62,0.507,6.592,7.401,19,-36,0.563,6.199,6.701,15,94,0.304,1.341,1.888,2,96,0.432,2.057,2.696,3,46,5a622b2d13898300014b20d6
2019-02-25 09:07:37,2019-02-25 09:10:22,IP Address,160.9.1.164,100,165,True,2019-02-25 09:10:22,R_OezIYa2uanA9aM1,,,,,53.7881011962890625,-1.600799560546875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5abd6639e734400001d9f258,19,Male,15.528,47.368,48.092,5,No,0.791,3.508,3.991,3,30,16.842,20.727,21.163,5,30,0.547,1.662,2.16,2,-31,0.431,1.499,2.95,2,-32,0.681,1.467,2.047,2,0,0.376,2.127,3.26,3,-64,0.381,1.5,2.201,2,-28,0.567,1.335,1.823,2,53,0.57,1.337,1.888,2,-41,0.325,1.96,3.11,3,66,0.421,1.47,2.953,2,89,0.282,1.731,2.148,3,70,0.914,1.699,3.38,2,-96,0.47,4.185,5.837,4,59,0.912,6.212,6.697,5,55,5abd6639e734400001d9f258
2019-02-25 09:08:30,2019-02-25 09:10:26,IP Address,90.207.206.120,100,115,True,2019-02-25 09:10:26,R_1hEiCZGJ3G2Aw4X,,,,,53.810699462890625,-1.635406494140625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5983400a13b0e00001f8e888,22,Female,0.756,20.29,21.969,14,No,0.729,2.185,2.599,4,-58,0.479,1.318,1.694,3,-45,1.172,4.591,5.079,4,83,1.267,1.829,3.202,3,95,0.986,2.787,3.294,6,83,1.872,4.193,4.817,7,80,4.184,6.119,6.514,6,72,0.55,1.613,2.071,4,69,5.64,6.576,7.01,4,-65,0.494,0.802,1.352,3,-40,0.505,0.913,2.048,3,-51,0.522,2.821,3.23,6,17,0.651,1.53,2.81,5,-43,0.381,1.46,1.703,4,24,0.515,1.631,2.047,4,18,5983400a13b0e00001f8e888
2019-02-25 09:08:01,2019-02-25 09:10:28,IP Address,82.23.40.77,100,146,True,2019-02-25 09:10:28,R_pLwxZK9CZRzzK81,,,,,50.834503173828125,-0.186004638671875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,57a7b695454e5400015f5823,22,Female,8.39,31.008,33.667,11,No,0.767,3.101,3.635,3,-52,0.667,3.237,3.83,3,-35,0.602,3.237,3.689,5,55,0.621,1.904,2.54,3,43,0.563,4.448,4.984,6,73,0.513,4.263,4.729,6,70,1.5,3.719,5.068,3,76,0.781,3.681,4.883,4,75,0.449,2.166,3.242,3,-52,0.483,2.451,3.016,4,-26,0.533,3.302,3.334,4,-52,0.495,1.36,2.594,2,-60,0.524,2.226,2.619,3,-69,0.541,1.574,2.992,2,41,0.728,3.092,3.691,4,32,57a7b695454e5400015f5823
2019-02-25 09:08:21,2019-02-25 09:10:40,IP Address,82.31.228.67,100,138,True,2019-02-25 09:10:40,R_3J8ea7jiBla4Cyy,,,,,52.9062957763671875,-1.231597900390625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c194f0ff9b08300010be258,25,Female,28.024,28.024,31.375,1,No,2.835,2.835,3.466,1,100,1.589,2.086,2.956,2,100,3.865,3.865,5.017,1,29,3.319,3.319,4.398,1,-38,1.787,1.787,2.443,1,100,2.395,2.395,2.939,1,80,1.564,1.564,2.553,1,100,1.397,3.83,5.013,2,59,6.905,6.905,7.422,1,85,1.707,1.707,2.362,1,85,1.89,1.89,3.077,1,30,1.959,1.959,3.176,1,18,1.797,1.797,2.707,1,57,1.799,1.799,2.645,1,100,5.811,5.811,6.692,1,70,5c194f0ff9b08300010be258
2019-02-25 09:07:46,2019-02-25 09:10:46,IP Address,86.188.237.98,100,179,True,2019-02-25 09:10:47,R_1l9IEeKvUXXtrLK,,,,,50.72210693359375,-1.7841949462890625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c608bde44007700013749f0,25,Female,53.706,53.706,54.563,1,No,2.097,6.297,7.063,3,-48,3.479,3.479,4.461,1,-100,8.36,8.36,9.808,1,-70,7.632,7.632,8.371,1,-82,6.344,6.344,6.999,1,61,2.591,2.591,5.472,1,33,5.47,6.981,7.544,2,43,2.292,3.588,4.063,2,37,1.669,1.669,2.604,1,-12,2.501,4.331,4.876,2,-65,1.774,1.774,2.458,1,33,1.704,1.704,2.553,1,-13,2.149,2.149,2.747,1,13,5.058,5.058,5.881,1,83,4.314,4.314,5.178,1,44,5c608bde44007700013749f0
2019-02-25 09:07:45,2019-02-25 09:10:47,IP Address,82.40.228.226,100,181,True,2019-02-25 09:10:48,R_3njb7hz9e6GHtB3,,,,,53.917999267578125,-2.0166015625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b816ff9a7dc410001b61753,22,Male,21.997,28.334,34.527,2,No,2.442,4.089,4.512,2,-100,3.107,5.454,6.955,4,-100,2.484,9.848,12.061,8,-88,4.414,4.414,5.825,1,-86,3.389,3.389,5.159,1,100,2.545,5.704,6.83,3,100,2.725,3.485,4.757,2,-49,4.044,4.044,5.183,1,-47,2.454,2.454,3.676,1,-100,2.219,2.219,4.091,1,-100,2.96,2.96,3.937,1,92,2.374,4.438,6.023,5,48,1.844,4.761,6.597,3,-100,2.784,4.176,4.564,3,80,3.571,3.571,5.237,1,77,5b816ff9a7dc410001b61753
2019-02-25 09:08:28,2019-02-25 09:11:04,IP Address,160.9.3.31,100,156,True,2019-02-25 09:11:05,R_3NP2v2iQigXSjk6,,,,,53.7881011962890625,-1.600799560546875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c62e8963807ed000152dee0,20,Female,1.812,32.626,35.351,34,No,0.527,3.911,4.344,6,75,1.906,9.437,9.923,10,-60,0.472,1.873,2.221,3,-21,0.615,2.834,3.099,4,-60,2.892,6.592,7.291,6,42,0.319,3.103,3.435,4,68,0.696,2.046,2.48,3,49,0.355,2.323,2.357,4,32,0.453,1.468,3.568,3,27,0.585,1.717,2.018,3,31,0.78,2.615,2.961,4,100,0.663,2.145,2.493,3,100,0.448,1.681,5.847,3,-51,0.509,1.826,2.242,3,49,0.687,2.785,3.235,3,56,5c62e8963807ed000152dee0
2019-02-25 09:09:15,2019-02-25 09:11:11,IP Address,5.151.95.6,100,115,True,2019-02-25 09:11:12,R_1FQzT8gIZ58Lt8H,,,,,53.820098876953125,-1.570404052734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5305dc2617ac000139b163,20,Female,0.246,31.212,32.437,14,Yes,0.207,1.324,1.654,3,25,0.32,2.554,2.867,6,16,0.257,1.308,1.794,3,37,0.203,1.805,2.118,4,32,0.21,2.713,3.194,6,100,0.143,1.228,1.526,3,100,2.027,3.938,4.251,6,49,0.697,2.128,3.15,4,79,0.285,2.702,3.989,7,-23,0.29,1.241,1.806,3,-31,0.175,2.544,2.976,6,100,0.355,1.556,2.023,3,100,0.455,1.506,1.852,3,38,0.319,1.919,2.352,4,45,0.196,1.115,2.581,3,100,5c5305dc2617ac000139b163
2019-02-25 09:07:21,2019-02-25 09:11:32,IP Address,194.168.226.199,100,250,True,2019-02-25 09:11:33,R_e2UcVa1yFH6b2CZ,,,,,51.578704833984375,-1.783294677734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5a44fe8866e7880001de52cd,22,Female,17.591,17.591,27.897,1,Yes,1.362,1.362,1.946,1,62,1.599,2.438,2.805,2,47,2.542,4.007,4.759,2,63,1.14,1.14,1.708,1,13,7.803,7.803,8.586,1,50,1.916,1.916,2.435,1,71,1.101,1.101,1.768,1,47,1.419,2.643,3.088,2,82,1.618,1.618,2.108,1,67,1.76,1.76,2.281,1,100,39.814,39.814,40.392,1,14,1.322,1.322,1.93,1,12,1.84,2.312,2.544,2,86,1.504,2.014,2.39,2,99,1.357,2.076,2.318,3,96,5a44fe8866e7880001de52cd
2019-02-25 09:08:20,2019-02-25 09:11:52,IP Address,86.163.163.1,100,211,True,2019-02-25 09:11:53,R_urFUaiXPHtFrrzz,,,,,50.966400146484375,-1.3282928466796875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5ae9cde00335e200019e9eed,22,Female,2.256,28.485,32.41,4,No,6.506,9.519,10.879,2,-68,1.519,2.991,3.922,2,-29,1.128,3.199,4.179,2,46,2.868,4.715,5.866,2,69,2.044,5.992,7.027,3,39,2.781,5.041,5.996,2,77,1.755,3.789,4.828,2,61,3.783,3.783,4.709,1,40,0.547,9.724,11.732,6,-67,1.139,3.221,4.228,2,-21,33.722,35.839,36.996,2,-54,15.966,15.966,17.474,1,-76,2.48,4.136,5.336,2,-24,2.3,5.988,6.889,5,65,1.451,3.588,4.704,2,63,5ae9cde00335e200019e9eed
2019-02-25 09:09:58,2019-02-25 09:12:16,IP Address,81.139.47.114,100,137,True,2019-02-25 09:12:16,R_2ctGdLkEUyWnDJt,,,,,51.5088043212890625,-0.126007080078125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5f14c3c36bc10001fbf63b,18,Male,27.396,27.396,31.445,1,Yes,2.423,2.423,3.037,1,-33,1.683,1.683,2.41,1,-100,1.23,1.23,1.88,1,37,2.047,2.047,2.774,1,22,5.009,5.662,5.989,2,59,2.923,3.793,4.042,2,72,3.006,4.17,4.568,2,44,2.121,2.121,2.947,1,43,1.942,2.765,3.317,2,37,2.533,2.533,3.222,1,-100,3.325,3.325,4.091,1,100,1.471,2.699,3.202,2,100,1.923,1.923,2.781,1,-35,3.614,7.294,8.083,2,-52,2.149,3.575,4.382,2,-32,5c5f14c3c36bc10001fbf63b
2019-02-25 09:09:58,2019-02-25 09:12:25,IP Address,86.24.207.236,100,146,True,2019-02-25 09:12:25,R_0Ck6hkINVX8uFnX,,,,,51.578704833984375,-1.783294677734375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5acb119ce734400001da6d35,28,Female,1.811,33.376,33.988,12,Yes,0.463,1.798,2.202,3,-72,1.206,3.708,4.857,3,-7,0.538,2.356,2.671,3,68,1.828,6.244,6.686,8,76,0.395,1.376,1.747,2,100,0.444,2.178,2.644,3,100,0.78,2.026,2.359,3,100,0.508,1.726,2.177,3,100,0.824,2.257,2.673,3,-10,0.876,2.943,3.647,5,-48,0.71,4.31,5.295,5,65,0.368,3.809,4.568,5,69,0.339,1.506,2.737,2,28,0.273,3.14,3.556,4,100,0.782,2.266,2.565,3,100,5acb119ce734400001da6d35
2019-02-25 09:07:52,2019-02-25 09:12:43,IP Address,212.219.56.238,100,290,True,2019-02-25 09:12:43,R_eF28h1HkRaanUiZ,,,,,51.2487030029296875,-1.1244049072265625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5b3543ecb356d6000108a444,18,Female,7.302,10.014,24.428,2,No,2.183,2.183,3.565,1,-100,127.865,127.865,129.553,1,-100,2.974,2.974,5.309,1,-59,2.989,2.989,5.184,1,-30,2.032,2.032,3.363,1,67,2.335,2.335,9.661,1,21,2.772,2.772,4.438,1,37,2.437,4.254,5.603,2,-49,5.21,5.21,7.509,1,-98,3.613,3.613,6.44,1,-100,2.59,2.59,3.768,1,62,2.794,6.116,7.869,2,39,3.129,3.129,4.997,1,-57,2.601,2.601,3.907,1,-88,2.554,2.554,4.241,1,-91,5b3543ecb356d6000108a444
2019-02-25 09:12:12,2019-02-25 09:12:45,IP Address,92.238.84.110,100,33,True,2019-02-25 09:12:46,R_2rP0W0jR0jYy4Sh,,,,,55.9521026611328125,-3.196502685546875,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,No,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5731287a070de6000d42c72d
2019-02-25 09:08:47,2019-02-25 09:13:14,IP Address,213.120.244.38,100,266,True,2019-02-25 09:13:14,R_stCjwNMWbjaDTnH,,,,,55.8650970458984375,-4.257598876953125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c619e76c7bd890001c25fb0,24,Male,16.199,16.199,22.359,1,Yes,1.732,1.732,2.445,1,100,7.68,7.68,8.401,1,52,6.284,6.284,7.453,1,-21,2.093,2.093,3.053,1,-15,1.665,1.665,2.771,1,34,2.275,2.275,3.398,1,33,2.131,2.131,2.762,1,68,1.914,2.759,3.617,2,90,2.337,2.337,2.989,1,30,125.171,130.938,131.682,8,-27,1.785,1.785,2.795,1,38,1.245,2.757,3.397,3,36,3.205,3.205,4.268,1,36,1.591,1.591,2.465,1,100,1.773,1.773,2.973,1,100,5c619e76c7bd890001c25fb0
2019-02-25 09:42:29,2019-02-25 09:42:55,IP Address,151.224.57.69,100,25,True,2019-02-25 09:42:56,R_1lzPeXMYdLPKEVk,,,,,53.5055999755859375,-2.262298583984375,anonymous,EN,I consent to participate.,Yes,Yes,No,No,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5af1cf73c36b060001f7efe7
2019-02-25 09:43:01,2019-02-25 09:43:14,IP Address,151.224.57.69,100,12,True,2019-02-25 09:43:15,R_w1aMzU12UTZAMbD,,,,,53.5055999755859375,-2.262298583984375,anonymous,EN,I do NOT consent.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5af1cf73c36b060001f7efe7
2019-02-25 09:41:52,2019-02-25 09:44:52,IP Address,176.27.236.123,100,179,True,2019-02-25 09:44:52,R_21hWvbBqTQy5nlx,,,,,53.810699462890625,-1.635406494140625,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c58919fe13eef00014215a2,22,Female,3.609,38.049,38.924,13,No,0.856,4.248,5.565,3,15,0.561,3.277,3.843,7,-88,0.765,3.501,4.389,6,-35,0.478,3.236,3.771,5,-20,0.436,2.169,2.661,3,61,1.108,3.331,4.858,3,34,3.538,9.579,9.993,6,-31,0.105,5.306,5.912,5,-29,0.623,2.226,2.808,3,-46,1.459,4.834,6.098,3,28,1.51,2.808,3.42,3,-49,0.827,2.601,3.727,3,-59,0.519,3.16,3.746,4,31,0.496,2.148,2.663,3,34,1.728,2.87,3.401,3,33,5c58919fe13eef00014215a2
2019-02-25 09:43:04,2019-02-25 09:44:54,IP Address,82.33.22.47,100,110,True,2019-02-25 09:44:55,R_3PcYv8JybnmSsR6,,,,,51.384002685546875,-0.1576995849609375,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c5b43502bb5e100019239f1,26,Female,7.124,19.803,21.828,6,Yes,0.873,2.258,2.77,3,-62,0.988,4.604,5.324,4,-56,0.638,1.988,2.304,3,33,0.314,1.609,2.197,3,-66,0.426,1.905,2.929,4,92,0.478,1.482,2.462,3,95,0.483,1.715,2.17,3,-50,0.733,4.984,6.067,6,-77,0.723,2.556,3.132,3,-58,0.457,1.779,2.339,3,28,0.391,2.338,3.833,4,38,0.205,1.672,2.181,3,-41,0.444,1.891,2.304,3,100,0.286,1.951,3.431,3,100,0.398,1.796,2.37,3,100,5c5b43502bb5e100019239f1
2019-02-25 09:42:43,2019-02-25 09:45:40,IP Address,82.39.188.7,100,176,True,2019-02-25 09:45:42,R_2pMDflsA94k9rqy,,,,,50.4438018798828125,-3.5760040283203125,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c630be894e3bc0001d6706d,23,Female,2.622,35.574,36.194,10,Yes,0.787,4.36,4.393,8,-78,0.417,7.266,7.817,11,-100,0.532,1.635,2.548,4,55,1.144,8.718,9.06,10,56,1.111,4.075,4.862,8,-77,0.744,1.894,2.658,4,-71,0.508,2.907,4.13,8,66,0.676,4.24,4.27,8,55,1.715,10.717,13.034,17,-81,0.906,2.423,2.935,4,-72,0.652,3.351,3.386,5,82,0.618,2.217,4.751,5,47,0.872,4.717,5.351,4,-100,0.888,4.092,4.488,9,36,0.497,4.443,5.384,7,-2,5c630be894e3bc0001d6706d
2019-02-25 09:43:36,2019-02-25 09:46:14,IP Address,92.233.39.139,100,157,True,2019-02-25 09:46:14,R_1rc7Ee5dg3XCuvg,,,,,52.4167022705078125,-2,anonymous,EN,I consent to participate.,Yes,Yes,Yes,Yes,Yes,Yes,5c2bc1d7e712ba0001bebb87,23,Female,1.03,43.716,44.143,10,No,1.977,3.963,3.989,4,-49,0.545,3.047,3.346,4,-93,0.628,1.53,2.61,2,-60,0.655,3.022,3.471,3,-100,0.674,6.574,6.876,7,-100,0.357,2.956,3.489,4,-100,1.448,6.079,6.57,5,-73,0.941,4.141,5.055,4,-95,0.99,2.522,2.972,3,34,0.542,3.475,3.829,4,43,0.583,3.206,3.754,3,-100,7.185,10.157,10.668,3,-100,0.738,2.289,2.853,3,-82,0.509,2.925,3.56,4,-70,2.386,4.038,4.427,3,-71,5c2bc1d7e712ba0001bebb87
2019-02-25 09:45:35,2019-02-25 09:46:19,IP Address,90.197.11.20,100,43,True,2019-02-25 09:46:20,R_1P6shSXuYXA4tfT,,,,,50.4761962890625,-3.5460052490234375,anonymous,EN,I consent to participate.,Yes,No,Yes,Yes,Yes,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5c6b12b38f100a000107fb2b
